Sağlanan Şartlar,Score %
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL",58.56
"FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",58.56
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",58.56
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",58.56
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, STRONG_SIGNAL, CYPHER_PATTERN",58.56
"MACD_VOLUME, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",58.56
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",58.56
"RSI_DIVERGENCE, STRONG_SIGNAL, CYPHER_PATTERN",58.56
"SUPER_TREND, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",58.56
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",58.56
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",58.56
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, STRONG_SIGNAL",58.56
"MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL",58.56
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, CYPHER_PATTERN",58.56
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND",58.56
"RSI_DIVERGENCE, MACD_VOLUME, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",58.56
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",58.56
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",58.56
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",58.56
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",58.56
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, CYPHER_PATTERN",58.56
"FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, CYPHER_PATTERN",58.56
"EMA_CONDITION, SUPER_TREND, FORECAST, STRONG_SIGNAL",58.56
"RSI_DIVERGENCE, SUPER_TREND, STRONG_SIGNAL",57.66
"MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",57.66
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, CYPHER_PATTERN",57.66
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",57.66
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",57.66
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",57.66
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",57.66
"MACD_VOLUME, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, STRONG_SIGNAL",57.66
"MACD_VOLUME, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, STRONG_SIGNAL",57.66
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",57.66
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST",57.66
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",57.66
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",57.66
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",57.66
"FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",57.66
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",57.66
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",57.66
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, TREND_KIRILDI_4H, CYPHER_PATTERN",57.66
"FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL",57.66
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, STRONG_SIGNAL",57.66
"RSI_DIVERGENCE, MACD_VOLUME, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",57.66
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",57.66
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL",57.66
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, STRONG_SIGNAL",57.66
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",57.66
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST",57.66
"EMA_CONDITION, NEAR_LOWER_CHANNEL, STRONG_SIGNAL, TREND_KIRILDI_4H",57.66
"EMA_CONDITION, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",56.76
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",56.76
"FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, STRONG_SIGNAL",56.76
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",56.76
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H",56.76
"EMA_CONDITION, STRONG_SIGNAL, CYPHER_PATTERN",56.76
"EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",56.76
"MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",56.76
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",56.76
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",56.76
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL",56.76
"MACD_VOLUME, EMA_CONDITION, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",56.76
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, TREND_KIRILDI_4H",56.76
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",56.76
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",56.76
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, TREND_KIRILDI_4H, CYPHER_PATTERN",56.76
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",56.76
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",56.76
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",56.76
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, CYPHER_PATTERN",56.76
"STRONG_SIGNAL, TREND_KIRILDI_4H, CYPHER_PATTERN",56.76
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, CYPHER_PATTERN",55.86
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H",55.86
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, STRONG_SIGNAL",55.86
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",55.86
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL",55.86
"EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",55.86
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",55.86
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",55.86
"MACD_VOLUME, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, CYPHER_PATTERN",55.86
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",55.86
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",55.86
"MACD_VOLUME, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",55.86
"EMA_CONDITION, SUPER_TREND, STRONG_SIGNAL",55.86
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",55.86
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, CYPHER_PATTERN",55.86
"FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",55.86
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",55.86
"SUPER_TREND, STRONG_SIGNAL, TREND_KIRILDI_4H",55.86
"RSI_DIVERGENCE, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",55.86
"RSI_DIVERGENCE, STRONG_SIGNAL, TREND_KIRILDI_4H",55.86
"RSI_DIVERGENCE, MACD_VOLUME, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",55.86
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",55.86
"MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",55.86
"NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",55.86
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",55.86
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, CYPHER_PATTERN",55.86
"MACD_VOLUME, NEAR_LOWER_CHANNEL, STRONG_SIGNAL, CYPHER_PATTERN",55.86
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",55.86
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, CYPHER_PATTERN",55.86
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",55.86
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",55.86
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, SUPER_TREND, CYPHER_PATTERN",55.86
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, TREND_KIRILDI_4H, CYPHER_PATTERN",55.86
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, STRONG_SIGNAL, TREND_KIRILDI_4H",55.86
"RSI_DIVERGENCE, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H",55.86
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",55.86
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",55.86
"RSI_DIVERGENCE, EMA_CONDITION, STRONG_SIGNAL",55.86
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",55.86
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, CYPHER_PATTERN",54.95
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND",54.95
"MACD_VOLUME, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",54.95
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",54.95
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",54.95
"MACD_VOLUME, NEAR_LOWER_CHANNEL, SUPER_TREND, STRONG_SIGNAL",54.95
"FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",54.95
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",54.95
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",54.95
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST",54.95
"FIBONACCI_SUPPORT, STRONG_SIGNAL, CYPHER_PATTERN",54.95
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, STRONG_SIGNAL",54.95
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",54.95
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H",54.95
"MACD_VOLUME, PRICE_PREDICTION_TAHMIN, SUPER_TREND, STRONG_SIGNAL",54.95
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",54.95
"MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",54.95
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",54.95
"RSI_DIVERGENCE, MACD_VOLUME, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",54.95
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",54.95
"NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, STRONG_SIGNAL",54.95
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND",54.95
"EMA_CONDITION, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL",54.95
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, FORECAST, CYPHER_PATTERN",54.95
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",54.95
"RSI_DIVERGENCE, MACD_VOLUME, FORECAST, STRONG_SIGNAL",54.05
"FIBONACCI_SUPPORT, SUPER_TREND, STRONG_SIGNAL",54.05
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",54.05
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST",54.05
"MACD_VOLUME, EMA_CONDITION, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",54.05
"MACD_VOLUME, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, STRONG_SIGNAL",54.05
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",54.05
"EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",54.05
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",54.05
"MACD_VOLUME, SUPER_TREND, FORECAST, STRONG_SIGNAL",54.05
"RSI_DIVERGENCE, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",54.05
"RSI_DIVERGENCE, MACD_VOLUME, FIBONACCI_SUPPORT, SUPER_TREND, CYPHER_PATTERN",54.05
"EMA_CONDITION, STRONG_SIGNAL, TREND_KIRILDI_4H",54.05
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, TREND_KIRILDI_4H, CYPHER_PATTERN",54.05
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",54.05
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, CYPHER_PATTERN",54.05
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",54.05
"MACD_VOLUME, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",54.05
"EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",54.05
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",54.05
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, TREND_KIRILDI_4H, CYPHER_PATTERN",54.05
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, STRONG_SIGNAL",54.05
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",53.15
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",53.15
"RSI_DIVERGENCE, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",53.15
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H, CYPHER_PATTERN",53.15
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, CYPHER_PATTERN",53.15
"RSI_DIVERGENCE, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",53.15
"RSI_DIVERGENCE, MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",53.15
"RSI_DIVERGENCE, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",53.15
"NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, CYPHER_PATTERN",53.15
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, SUPER_TREND, TREND_KIRILDI_4H",53.15
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, STRONG_SIGNAL",53.15
"NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H, CYPHER_PATTERN",53.15
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, CYPHER_PATTERN",53.15
"NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, TREND_KIRILDI_4H",53.15
"MACD_VOLUME, NEAR_LOWER_CHANNEL, STRONG_SIGNAL, TREND_KIRILDI_4H",53.15
"MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, TREND_KIRILDI_4H",53.15
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",53.15
"MACD_VOLUME, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL, TREND_KIRILDI_4H",53.15
"MACD_VOLUME, EMA_CONDITION, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",53.15
"EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL",53.15
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, CYPHER_PATTERN",53.15
"MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, TREND_KIRILDI_4H",53.15
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, TREND_KIRILDI_4H",53.15
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, TREND_KIRILDI_4H",53.15
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H",53.15
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, CYPHER_PATTERN",53.15
"MACD_VOLUME, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, SUPER_TREND, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",53.15
"RSI_DIVERGENCE, EMA_CONDITION, NEAR_LOWER_CHANNEL, SUPER_TREND, FORECAST, TREND_KIRILDI_4H",53.15
"RSI_DIVERGENCE, MACD_VOLUME, EMA_CONDITION, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, FORECAST, CYPHER_PATTERN",53.15
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",52.25
"RSI_DIVERGENCE, NEAR_LOWER_CHANNEL, PRICE_PREDICTION_TAHMIN, STRONG_SIGNAL",52.25
"EMA_CONDITION, NEAR_LOWER_CHANNEL, FIBONACCI_SUPPORT, SUPER_TREND, FORECAST, CYPHER_PATTERN",52.25
"RSI_DIVERGENCE, FIBONACCI_SUPPORT, PRICE_PREDICTION_TAHMIN, FORECAST, TREND_KIRILDI_4H, CYPHER_PATTERN",52.25
"PRICE_PREDICTION_TAHMIN, FORECAST, STRONG_SIGNAL, CYPHER_PATTERN",52.25
"RSI_DIVERGENCE, EMA_CONDITION, SUPER_TREND, FORECAST, CYPHER_PATTERN",52.25
"MACD_VOLUME, STRONG_SIGNAL, CYPHER_PATTERN",52.25
